agegroup,gender,region,cancer,value,year
35-,F,Belgium,Malignant neoplasms of skin,10,2015
35-,F,Belgium,Mesothelioma,1,2015
35-,F,Belgium,Kaposi's sarcoma,1,2015
35-,F,Belgium,Soft tissues,8,2015
35-,F,Belgium,Retroperitoneum and peritoneum,1,2015
35-,F,Belgium,Breast,302,2015
35-,F,Belgium,Vulva,4,2015
35-,F,Belgium,Vagina,-,2015
35-,F,Belgium,Cervix uteri,69,2015
35-,F,Belgium,Corpus uteri,14,2015
35-,F,Belgium,Uterus,-,2015
35-,F,Belgium,Ovary,11,2015
35-,F,Belgium,"Female genital organs, NOS",2,2015
35-,F,Belgium,Placenta,1,2015
35-,F,Belgium,Kidney,11,2015
35-,F,Belgium,Renal pelvis,-,2015
35-,F,Belgium,Ureter,-,2015
35-,F,Belgium,Bladder,1,2015
35-,F,Belgium,"Urinary organs, NOS",-,2015
35-,F,Belgium,Eye and adnexa,-,2015
35-,F,Belgium,Meninges,-,2015
35-,F,Belgium,Brain,10,2015
35-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",-,2015
35-,F,Belgium,Thyroid gland,64,2015
35-,F,Belgium,Adrenal gland,2,2015
35-,F,Belgium,"Endocrine glands, NOS",2,2015
35-,F,Belgium,Hodgkin's disease,6,2015
35-,F,Belgium,Non-Hodgkin-lymphoma,7,2015
35-,F,Belgium,Malignant immunoproliferative diseases,2,2015
35-,F,Belgium,Multiple myeloma,-,2015
35-,F,Belgium,Lymphoid leukaemia,5,2015
35-,F,Belgium,Myeloid leukaemia,7,2015
35-,F,Belgium,Monocytic leukaemia,-,2015
35-,F,Belgium,Leukaemia other,-,2015
35-,F,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",5,2015
35-,F,Belgium,Other and ill-defined sites,-,2015
35-,F,Belgium,Unknown primary site,7,2015
35-,F,Belgium,Myeloproliferative Disorders,7,2015
35-,F,Belgium,Myelodysplastic syndromes,6,2015
40-,F,Belgium,Lip,-,2015
40-,F,Belgium,Base of tongue,-,2015
40-,F,Belgium,Tongue,3,2015
40-,F,Belgium,Gum,-,2015
40-,F,Belgium,Floor of mouth,-,2015
40-,F,Belgium,Palate,2,2015
40-,F,Belgium,"Mouth, NOS",2,2015
40-,F,Belgium,Parotid gland,1,2015
40-,F,Belgium,"Salivary glands, NOS",-,2015
40-,F,Belgium,Tonsil,2,2015
40-,F,Belgium,Oropharynx,1,2015
40-,F,Belgium,Nasopharynx,3,2015
40-,F,Belgium,Pyriform sinus,1,2015
40-,F,Belgium,Hypopharynx,-,2015
40-,F,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
40-,F,Belgium,Oesophagus,-,2015
40-,F,Belgium,Stomach,16,2015
40-,F,Belgium,Small intestine,3,2015
40-,F,Belgium,Colon,36,2015
40-,F,Belgium,Rectosigmoid junction,-,2015
40-,F,Belgium,Rectum,20,2015
40-,F,Belgium,Anus and anal canal,4,2015
40-,F,Belgium,Liver and intrahepatic bile ducts,7,2015
40-,F,Belgium,Gallbladder,-,2015
40-,F,Belgium,"Biliary tract, NOS",1,2015
40-,F,Belgium,Pancreas,13,2015
40-,F,Belgium,Other ill-defined digestive organs,-,2015
40-,F,Belgium,Nasal cavity and middle ear,1,2015
40-,F,Belgium,Accessory sinuses,1,2015
40-,F,Belgium,Larynx,1,2015
40-,F,Belgium,Trachea,-,2015
40-,F,Belgium,Bronchus and lung,30,2015
40-,F,Belgium,Thymus,-,2015
40-,F,Belgium,"Heart, mediastinum and pleura",1,2015
40-,F,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
40-,F,Belgium,Bone and articular cartilage of limbs,4,2015
40-,F,Belgium,"Bone and articular cartilage, NOS",2,2015
40-,F,Belgium,Malignant melanoma of skin,146,2015
40-,F,Belgium,Malignant neoplasms of skin,28,2015
40-,F,Belgium,Mesothelioma,2,2015
40-,F,Belgium,Kaposi's sarcoma,-,2015
40-,F,Belgium,Soft tissues,5,2015
40-,F,Belgium,Retroperitoneum and peritoneum,-,2015
40-,F,Belgium,Breast,558,2015
40-,F,Belgium,Vulva,8,2015
40-,F,Belgium,Vagina,-,2015
40-,F,Belgium,Cervix uteri,78,2015
40-,F,Belgium,Corpus uteri,25,2015
40-,F,Belgium,Uterus,1,2015
40-,F,Belgium,Ovary,26,2015
40-,F,Belgium,"Female genital organs, NOS",2,2015
40-,F,Belgium,Placenta,1,2015
40-,F,Belgium,Kidney,20,2015
40-,F,Belgium,Renal pelvis,-,2015
40-,F,Belgium,Ureter,-,2015
40-,F,Belgium,Bladder,6,2015
40-,F,Belgium,"Urinary organs, NOS",-,2015
40-,F,Belgium,Eye and adnexa,1,2015
40-,F,Belgium,Meninges,-,2015
40-,F,Belgium,Brain,17,2015
40-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",1,2015
40-,F,Belgium,Thyroid gland,85,2015
40-,F,Belgium,Adrenal gland,2,2015
40-,F,Belgium,"Endocrine glands, NOS",2,2015
40-,F,Belgium,Hodgkin's disease,8,2015
40-,F,Belgium,Non-Hodgkin-lymphoma,23,2015
40-,F,Belgium,Malignant immunoproliferative diseases,3,2015
40-,F,Belgium,Multiple myeloma,9,2015
40-,F,Belgium,Lymphoid leukaemia,5,2015
40-,F,Belgium,Myeloid leukaemia,8,2015
40-,F,Belgium,Monocytic leukaemia,1,2015
40-,F,Belgium,Leukaemia other,-,2015
40-,F,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
40-,F,Belgium,Other and ill-defined sites,-,2015
40-,F,Belgium,Unknown primary site,6,2015
40-,F,Belgium,Myeloproliferative Disorders,8,2015
40-,F,Belgium,Myelodysplastic syndromes,3,2015
45-,F,Belgium,Lip,1,2015
45-,F,Belgium,Base of tongue,4,2015
45-,F,Belgium,Tongue,6,2015
45-,F,Belgium,Gum,3,2015
45-,F,Belgium,Floor of mouth,3,2015
45-,F,Belgium,Palate,4,2015
45-,F,Belgium,"Mouth, NOS",-,2015
45-,F,Belgium,Parotid gland,2,2015
45-,F,Belgium,"Salivary glands, NOS",-,2015
45-,F,Belgium,Tonsil,3,2015
45-,F,Belgium,Oropharynx,2,2015
45-,F,Belgium,Nasopharynx,2,2015
45-,F,Belgium,Pyriform sinus,2,2015
45-,F,Belgium,Hypopharynx,-,2015
45-,F,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
45-,F,Belgium,Oesophagus,4,2015
45-,F,Belgium,Stomach,23,2015
45-,F,Belgium,Small intestine,5,2015
45-,F,Belgium,Colon,74,2015
45-,F,Belgium,Rectosigmoid junction,2,2015
45-,F,Belgium,Rectum,26,2015
45-,F,Belgium,Anus and anal canal,8,2015
45-,F,Belgium,Liver and intrahepatic bile ducts,5,2015
45-,F,Belgium,Gallbladder,1,2015
45-,F,Belgium,"Biliary tract, NOS",1,2015
45-,F,Belgium,Pancreas,15,2015
45-,F,Belgium,Other ill-defined digestive organs,1,2015
45-,F,Belgium,Nasal cavity and middle ear,2,2015
45-,F,Belgium,Accessory sinuses,2,2015
45-,F,Belgium,Larynx,5,2015
45-,F,Belgium,Trachea,1,2015
45-,F,Belgium,Bronchus and lung,83,2015
45-,F,Belgium,Thymus,-,2015
45-,F,Belgium,"Heart, mediastinum and pleura",-,2015
45-,F,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
45-,F,Belgium,Bone and articular cartilage of limbs,6,2015
45-,F,Belgium,"Bone and articular cartilage, NOS",2,2015
45-,F,Belgium,Malignant melanoma of skin,160,2015
45-,F,Belgium,Malignant neoplasms of skin,56,2015
45-,F,Belgium,Mesothelioma,-,2015
45-,F,Belgium,Kaposi's sarcoma,1,2015
45-,F,Belgium,Soft tissues,6,2015
45-,F,Belgium,Retroperitoneum and peritoneum,3,2015
45-,F,Belgium,Breast,971,2015
45-,F,Belgium,Vulva,7,2015
45-,F,Belgium,Vagina,1,2015
45-,F,Belgium,Cervix uteri,97,2015
45-,F,Belgium,Corpus uteri,32,2015
45-,F,Belgium,Uterus,1,2015
45-,F,Belgium,Ovary,36,2015
45-,F,Belgium,"Female genital organs, NOS",2,2015
45-,F,Belgium,Placenta,-,2015
45-,F,Belgium,Kidney,20,2015
45-,F,Belgium,Renal pelvis,1,2015
45-,F,Belgium,Ureter,-,2015
45-,F,Belgium,Bladder,9,2015
45-,F,Belgium,"Urinary organs, NOS",-,2015
45-,F,Belgium,Eye and adnexa,4,2015
45-,F,Belgium,Meninges,3,2015
45-,F,Belgium,Brain,19,2015
45-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",3,2015
45-,F,Belgium,Thyroid gland,76,2015
45-,F,Belgium,Adrenal gland,3,2015
45-,F,Belgium,"Endocrine glands, NOS",-,2015
45-,F,Belgium,Hodgkin's disease,5,2015
45-,F,Belgium,Non-Hodgkin-lymphoma,28,2015
45-,F,Belgium,Malignant immunoproliferative diseases,2,2015
45-,F,Belgium,Multiple myeloma,15,2015
45-,F,Belgium,Lymphoid leukaemia,9,2015
45-,F,Belgium,Myeloid leukaemia,24,2015
45-,F,Belgium,Monocytic leukaemia,-,2015
45-,F,Belgium,Leukaemia other,-,2015
45-,F,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",4,2015
45-,F,Belgium,Other and ill-defined sites,-,2015
45-,F,Belgium,Unknown primary site,11,2015
45-,F,Belgium,Myeloproliferative Disorders,15,2015
45-,F,Belgium,Myelodysplastic syndromes,11,2015
50-,F,Belgium,Lip,2,2015
50-,F,Belgium,Base of tongue,3,2015
50-,F,Belgium,Tongue,9,2015
50-,F,Belgium,Gum,-,2015
50-,F,Belgium,Floor of mouth,5,2015
50-,F,Belgium,Palate,3,2015
50-,F,Belgium,"Mouth, NOS",-,2015
50-,F,Belgium,Parotid gland,6,2015
50-,F,Belgium,"Salivary glands, NOS",3,2015
50-,F,Belgium,Tonsil,11,2015
50-,F,Belgium,Oropharynx,3,2015
50-,F,Belgium,Nasopharynx,2,2015
50-,F,Belgium,Pyriform sinus,3,2015
50-,F,Belgium,Hypopharynx,1,2015
50-,F,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
50-,F,Belgium,Oesophagus,11,2015
50-,F,Belgium,Stomach,24,2015
50-,F,Belgium,Small intestine,6,2015
50-,F,Belgium,Colon,113,2015
50-,F,Belgium,Rectosigmoid junction,4,2015
50-,F,Belgium,Rectum,56,2015
50-,F,Belgium,Anus and anal canal,10,2015
50-,F,Belgium,Liver and intrahepatic bile ducts,19,2015
50-,F,Belgium,Gallbladder,1,2015
50-,F,Belgium,"Biliary tract, NOS",5,2015
50-,F,Belgium,Pancreas,42,2015
50-,F,Belgium,Other ill-defined digestive organs,-,2015
50-,F,Belgium,Nasal cavity and middle ear,-,2015
50-,F,Belgium,Accessory sinuses,2,2015
50-,F,Belgium,Larynx,6,2015
50-,F,Belgium,Trachea,1,2015
50-,F,Belgium,Bronchus and lung,188,2015
50-,F,Belgium,Thymus,-,2015
50-,F,Belgium,"Heart, mediastinum and pleura",-,2015
50-,F,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
50-,F,Belgium,Bone and articular cartilage of limbs,3,2015
50-,F,Belgium,"Bone and articular cartilage, NOS",2,2015
50-,F,Belgium,Malignant melanoma of skin,193,2015
50-,F,Belgium,Malignant neoplasms of skin,90,2015
50-,F,Belgium,Mesothelioma,2,2015
50-,F,Belgium,Kaposi's sarcoma,2,2015
50-,F,Belgium,Soft tissues,12,2015
50-,F,Belgium,Retroperitoneum and peritoneum,6,2015
50-,F,Belgium,Breast,"1,177",2015
50-,F,Belgium,Vulva,17,2015
50-,F,Belgium,Vagina,5,2015
50-,F,Belgium,Cervix uteri,56,2015
50-,F,Belgium,Corpus uteri,84,2015
50-,F,Belgium,Uterus,-,2015
50-,F,Belgium,Ovary,63,2015
50-,F,Belgium,"Female genital organs, NOS",6,2015
50-,F,Belgium,Placenta,-,2015
50-,F,Belgium,Kidney,38,2015
50-,F,Belgium,Renal pelvis,2,2015
50-,F,Belgium,Ureter,2,2015
50-,F,Belgium,Bladder,13,2015
50-,F,Belgium,"Urinary organs, NOS",-,2015
50-,F,Belgium,Eye and adnexa,5,2015
50-,F,Belgium,Meninges,1,2015
50-,F,Belgium,Brain,26,2015
50-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",2,2015
50-,F,Belgium,Thyroid gland,80,2015
50-,F,Belgium,Adrenal gland,5,2015
50-,F,Belgium,"Endocrine glands, NOS",-,2015
50-,F,Belgium,Hodgkin's disease,6,2015
50-,F,Belgium,Non-Hodgkin-lymphoma,55,2015
50-,F,Belgium,Malignant immunoproliferative diseases,7,2015
50-,F,Belgium,Multiple myeloma,24,2015
50-,F,Belgium,Lymphoid leukaemia,27,2015
50-,F,Belgium,Myeloid leukaemia,18,2015
50-,F,Belgium,Monocytic leukaemia,-,2015
50-,F,Belgium,Leukaemia other,2,2015
50-,F,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",-,2015
50-,F,Belgium,Other and ill-defined sites,1,2015
50-,F,Belgium,Unknown primary site,17,2015
50-,F,Belgium,Myeloproliferative Disorders,15,2015
50-,F,Belgium,Myelodysplastic syndromes,7,2015
55-,F,Belgium,Lip,2,2015
55-,F,Belgium,Base of tongue,6,2015
55-,F,Belgium,Tongue,17,2015
55-,F,Belgium,Gum,4,2015
55-,F,Belgium,Floor of mouth,13,2015
55-,F,Belgium,Palate,7,2015
55-,F,Belgium,"Mouth, NOS",2,2015
55-,F,Belgium,Parotid gland,6,2015
55-,F,Belgium,"Salivary glands, NOS",-,2015
55-,F,Belgium,Tonsil,11,2015
55-,F,Belgium,Oropharynx,9,2015
55-,F,Belgium,Nasopharynx,1,2015
55-,F,Belgium,Pyriform sinus,10,2015
55-,F,Belgium,Hypopharynx,2,2015
55-,F,Belgium,"Lip, oral cavity and pharynx, NOS",-,2015
55-,F,Belgium,Oesophagus,27,2015
55-,F,Belgium,Stomach,34,2015
55-,F,Belgium,Small intestine,15,2015
55-,F,Belgium,Colon,204,2015
55-,F,Belgium,Rectosigmoid junction,6,2015
55-,F,Belgium,Rectum,96,2015
55-,F,Belgium,Anus and anal canal,23,2015
55-,F,Belgium,Liver and intrahepatic bile ducts,10,2015
55-,F,Belgium,Gallbladder,4,2015
55-,F,Belgium,"Biliary tract, NOS",6,2015
55-,F,Belgium,Pancreas,65,2015
55-,F,Belgium,Other ill-defined digestive organs,-,2015
55-,F,Belgium,Nasal cavity and middle ear,3,2015
55-,F,Belgium,Accessory sinuses,2,2015
55-,F,Belgium,Larynx,8,2015
55-,F,Belgium,Trachea,-,2015
55-,F,Belgium,Bronchus and lung,357,2015
55-,F,Belgium,Thymus,4,2015
55-,F,Belgium,"Heart, mediastinum and pleura",-,2015
55-,F,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
55-,F,Belgium,Bone and articular cartilage of limbs,2,2015
55-,F,Belgium,"Bone and articular cartilage, NOS",2,2015
55-,F,Belgium,Malignant melanoma of skin,163,2015
55-,F,Belgium,Malignant neoplasms of skin,124,2015
55-,F,Belgium,Mesothelioma,6,2015
55-,F,Belgium,Kaposi's sarcoma,-,2015
55-,F,Belgium,Soft tissues,13,2015
55-,F,Belgium,Retroperitoneum and peritoneum,3,2015
55-,F,Belgium,Breast,"1,200",2015
55-,F,Belgium,Vulva,19,2015
55-,F,Belgium,Vagina,3,2015
55-,F,Belgium,Cervix uteri,50,2015
55-,F,Belgium,Corpus uteri,152,2015
55-,F,Belgium,Uterus,-,2015
55-,F,Belgium,Ovary,67,2015
55-,F,Belgium,"Female genital organs, NOS",10,2015
55-,F,Belgium,Placenta,-,2015
55-,F,Belgium,Kidney,50,2015
55-,F,Belgium,Renal pelvis,4,2015
55-,F,Belgium,Ureter,4,2015
55-,F,Belgium,Bladder,23,2015
55-,F,Belgium,"Urinary organs, NOS",-,2015
55-,F,Belgium,Eye and adnexa,7,2015
55-,F,Belgium,Meninges,1,2015
55-,F,Belgium,Brain,37,2015
55-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",1,2015
55-,F,Belgium,Thyroid gland,97,2015
55-,F,Belgium,Adrenal gland,10,2015
55-,F,Belgium,"Endocrine glands, NOS",2,2015
55-,F,Belgium,Hodgkin's disease,5,2015
55-,F,Belgium,Non-Hodgkin-lymphoma,70,2015
55-,F,Belgium,Malignant immunoproliferative diseases,12,2015
55-,F,Belgium,Multiple myeloma,25,2015
55-,F,Belgium,Lymphoid leukaemia,30,2015
55-,F,Belgium,Myeloid leukaemia,21,2015
55-,F,Belgium,Monocytic leukaemia,3,2015
55-,F,Belgium,Leukaemia other,-,2015
55-,F,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",1,2015
55-,F,Belgium,Other and ill-defined sites,-,2015
55-,F,Belgium,Unknown primary site,28,2015
55-,F,Belgium,Myeloproliferative Disorders,25,2015
55-,F,Belgium,Myelodysplastic syndromes,20,2015
60-,F,Belgium,Lip,-,2015
60-,F,Belgium,Base of tongue,5,2015
60-,F,Belgium,Tongue,10,2015
60-,F,Belgium,Gum,5,2015
60-,F,Belgium,Floor of mouth,15,2015
60-,F,Belgium,Palate,8,2015
60-,F,Belgium,"Mouth, NOS",3,2015
60-,F,Belgium,Parotid gland,2,2015
60-,F,Belgium,"Salivary glands, NOS",-,2015
60-,F,Belgium,Tonsil,20,2015
60-,F,Belgium,Oropharynx,16,2015
60-,F,Belgium,Nasopharynx,1,2015
60-,F,Belgium,Pyriform sinus,8,2015
60-,F,Belgium,Hypopharynx,4,2015
60-,F,Belgium,"Lip, oral cavity and pharynx, NOS",1,2015
60-,F,Belgium,Oesophagus,46,2015
60-,F,Belgium,Stomach,54,2015
60-,F,Belgium,Small intestine,10,2015
60-,F,Belgium,Colon,313,2015
60-,F,Belgium,Rectosigmoid junction,7,2015
60-,F,Belgium,Rectum,121,2015
60-,F,Belgium,Anus and anal canal,14,2015
60-,F,Belgium,Liver and intrahepatic bile ducts,34,2015
60-,F,Belgium,Gallbladder,5,2015
60-,F,Belgium,"Biliary tract, NOS",9,2015
60-,F,Belgium,Pancreas,74,2015
60-,F,Belgium,Other ill-defined digestive organs,3,2015
60-,F,Belgium,Nasal cavity and middle ear,2,2015
60-,F,Belgium,Accessory sinuses,2,2015
60-,F,Belgium,Larynx,19,2015
60-,F,Belgium,Trachea,-,2015
60-,F,Belgium,Bronchus and lung,472,2015
60-,F,Belgium,Thymus,2,2015
60-,F,Belgium,"Heart, mediastinum and pleura",-,2015
60-,F,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
60-,F,Belgium,Bone and articular cartilage of limbs,3,2015
60-,F,Belgium,"Bone and articular cartilage, NOS",4,2015
60-,F,Belgium,Malignant melanoma of skin,151,2015
60-,F,Belgium,Malignant neoplasms of skin,154,2015
60-,F,Belgium,Mesothelioma,5,2015
60-,F,Belgium,Kaposi's sarcoma,1,2015
60-,F,Belgium,Soft tissues,18,2015
60-,F,Belgium,Retroperitoneum and peritoneum,3,2015
60-,F,Belgium,Breast,"1,302",2015
60-,F,Belgium,Vulva,17,2015
60-,F,Belgium,Vagina,6,2015
60-,F,Belgium,Cervix uteri,50,2015
60-,F,Belgium,Corpus uteri,205,2015
60-,F,Belgium,Uterus,2,2015
60-,F,Belgium,Ovary,95,2015
60-,F,Belgium,"Female genital organs, NOS",13,2015
60-,F,Belgium,Placenta,-,2015
60-,F,Belgium,Kidney,65,2015
60-,F,Belgium,Renal pelvis,10,2015
60-,F,Belgium,Ureter,5,2015
60-,F,Belgium,Bladder,47,2015
60-,F,Belgium,"Urinary organs, NOS",1,2015
60-,F,Belgium,Eye and adnexa,5,2015
60-,F,Belgium,Meninges,2,2015
60-,F,Belgium,Brain,39,2015
60-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",3,2015
60-,F,Belgium,Thyroid gland,69,2015
60-,F,Belgium,Adrenal gland,6,2015
60-,F,Belgium,"Endocrine glands, NOS",-,2015
60-,F,Belgium,Hodgkin's disease,2,2015
60-,F,Belgium,Non-Hodgkin-lymphoma,93,2015
60-,F,Belgium,Malignant immunoproliferative diseases,12,2015
60-,F,Belgium,Multiple myeloma,28,2015
60-,F,Belgium,Lymphoid leukaemia,58,2015
60-,F,Belgium,Myeloid leukaemia,22,2015
60-,F,Belgium,Monocytic leukaemia,4,2015
60-,F,Belgium,Leukaemia other,-,2015
60-,F,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",2,2015
60-,F,Belgium,Other and ill-defined sites,-,2015
60-,F,Belgium,Unknown primary site,47,2015
60-,F,Belgium,Myeloproliferative Disorders,38,2015
60-,F,Belgium,Myelodysplastic syndromes,25,2015
65-,F,Belgium,Lip,1,2015
65-,F,Belgium,Base of tongue,7,2015
65-,F,Belgium,Tongue,16,2015
65-,F,Belgium,Gum,8,2015
65-,F,Belgium,Floor of mouth,8,2015
65-,F,Belgium,Palate,7,2015
65-,F,Belgium,"Mouth, NOS",11,2015
65-,F,Belgium,Parotid gland,3,2015
65-,F,Belgium,"Salivary glands, NOS",2,2015
65-,F,Belgium,Tonsil,16,2015
65-,F,Belgium,Oropharynx,12,2015
65-,F,Belgium,Nasopharynx,1,2015
65-,F,Belgium,Pyriform sinus,5,2015
65-,F,Belgium,Hypopharynx,2,2015
65-,F,Belgium,"Lip, oral cavity and pharynx, NOS",2,2015
65-,F,Belgium,Oesophagus,47,2015
65-,F,Belgium,Stomach,53,2015
65-,F,Belgium,Small intestine,23,2015
65-,F,Belgium,Colon,325,2015
65-,F,Belgium,Rectosigmoid junction,6,2015
65-,F,Belgium,Rectum,92,2015
65-,F,Belgium,Anus and anal canal,18,2015
65-,F,Belgium,Liver and intrahepatic bile ducts,43,2015
65-,F,Belgium,Gallbladder,10,2015
65-,F,Belgium,"Biliary tract, NOS",17,2015
65-,F,Belgium,Pancreas,130,2015
65-,F,Belgium,Other ill-defined digestive organs,-,2015
65-,F,Belgium,Nasal cavity and middle ear,-,2015
65-,F,Belgium,Accessory sinuses,2,2015
65-,F,Belgium,Larynx,17,2015
65-,F,Belgium,Trachea,-,2015
65-,F,Belgium,Bronchus and lung,460,2015
65-,F,Belgium,Thymus,3,2015
65-,F,Belgium,"Heart, mediastinum and pleura",-,2015
65-,F,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
65-,F,Belgium,Bone and articular cartilage of limbs,2,2015
65-,F,Belgium,"Bone and articular cartilage, NOS",3,2015
65-,F,Belgium,Malignant melanoma of skin,135,2015
65-,F,Belgium,Malignant neoplasms of skin,264,2015
65-,F,Belgium,Mesothelioma,13,2015
65-,F,Belgium,Kaposi's sarcoma,-,2015
65-,F,Belgium,Soft tissues,18,2015
65-,F,Belgium,Retroperitoneum and peritoneum,8,2015
65-,F,Belgium,Breast,"1,319",2015
65-,F,Belgium,Vulva,28,2015
65-,F,Belgium,Vagina,5,2015
65-,F,Belgium,Cervix uteri,38,2015
65-,F,Belgium,Corpus uteri,246,2015
65-,F,Belgium,Uterus,-,2015
65-,F,Belgium,Ovary,108,2015
65-,F,Belgium,"Female genital organs, NOS",11,2015
65-,F,Belgium,Placenta,-,2015
65-,F,Belgium,Kidney,88,2015
65-,F,Belgium,Renal pelvis,8,2015
65-,F,Belgium,Ureter,10,2015
65-,F,Belgium,Bladder,59,2015
65-,F,Belgium,"Urinary organs, NOS",3,2015
65-,F,Belgium,Eye and adnexa,2,2015
65-,F,Belgium,Meninges,2,2015
65-,F,Belgium,Brain,43,2015
65-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",-,2015
65-,F,Belgium,Thyroid gland,58,2015
65-,F,Belgium,Adrenal gland,5,2015
65-,F,Belgium,"Endocrine glands, NOS",5,2015
65-,F,Belgium,Hodgkin's disease,12,2015
65-,F,Belgium,Non-Hodgkin-lymphoma,115,2015
65-,F,Belgium,Malignant immunoproliferative diseases,16,2015
65-,F,Belgium,Multiple myeloma,43,2015
65-,F,Belgium,Lymphoid leukaemia,59,2015
65-,F,Belgium,Myeloid leukaemia,29,2015
65-,F,Belgium,Monocytic leukaemia,5,2015
65-,F,Belgium,Leukaemia other,-,2015
65-,F,Belgium,"Lymphoid, haematopoietic and related tissue, NOS",2,2015
65-,F,Belgium,Other and ill-defined sites,2,2015
65-,F,Belgium,Unknown primary site,51,2015
65-,F,Belgium,Myeloproliferative Disorders,52,2015
65-,F,Belgium,Myelodysplastic syndromes,31,2015
70-,F,Belgium,Lip,2,2015
70-,F,Belgium,Base of tongue,2,2015
70-,F,Belgium,Tongue,9,2015
70-,F,Belgium,Gum,5,2015
70-,F,Belgium,Floor of mouth,3,2015
70-,F,Belgium,Palate,2,2015
70-,F,Belgium,"Mouth, NOS",9,2015
70-,F,Belgium,Parotid gland,9,2015
70-,F,Belgium,"Salivary glands, NOS",3,2015
70-,F,Belgium,Tonsil,8,2015
70-,F,Belgium,Oropharynx,4,2015
70-,F,Belgium,Nasopharynx,1,2015
70-,F,Belgium,Pyriform sinus,2,2015
70-,F,Belgium,Hypopharynx,1,2015
70-,F,Belgium,"Lip, oral cavity and pharynx, NOS",1,2015
70-,F,Belgium,Oesophagus,34,2015
70-,F,Belgium,Stomach,45,2015
70-,F,Belgium,Small intestine,12,2015
70-,F,Belgium,Colon,300,2015
70-,F,Belgium,Rectosigmoid junction,13,2015
70-,F,Belgium,Rectum,121,2015
70-,F,Belgium,Anus and anal canal,14,2015
70-,F,Belgium,Liver and intrahepatic bile ducts,44,2015
70-,F,Belgium,Gallbladder,8,2015
70-,F,Belgium,"Biliary tract, NOS",13,2015
70-,F,Belgium,Pancreas,128,2015
70-,F,Belgium,Other ill-defined digestive organs,2,2015
70-,F,Belgium,Nasal cavity and middle ear,-,2015
70-,F,Belgium,Accessory sinuses,1,2015
70-,F,Belgium,Larynx,18,2015
70-,F,Belgium,Trachea,-,2015
70-,F,Belgium,Bronchus and lung,350,2015
70-,F,Belgium,Thymus,5,2015
70-,F,Belgium,"Heart, mediastinum and pleura",-,2015
70-,F,Belgium,"Respiratory system and intrathoracic organs, NOS",-,2015
70-,F,Belgium,Bone and articular cartilage of limbs,1,2015
70-,F,Belgium,"Bone and articular cartilage, NOS",5,2015
70-,F,Belgium,Malignant melanoma of skin,132,2015
70-,F,Belgium,Malignant neoplasms of skin,281,2015
70-,F,Belgium,Mesothelioma,4,2015
70-,F,Belgium,Kaposi's sarcoma,1,2015
70-,F,Belgium,Soft tissues,15,2015
70-,F,Belgium,Retroperitoneum and peritoneum,10,2015
70-,F,Belgium,Breast,958,2015
70-,F,Belgium,Vulva,15,2015
70-,F,Belgium,Vagina,2,2015
70-,F,Belgium,Cervix uteri,42,2015
70-,F,Belgium,Corpus uteri,217,2015
70-,F,Belgium,Uterus,-,2015
70-,F,Belgium,Ovary,109,2015
70-,F,Belgium,"Female genital organs, NOS",15,2015
70-,F,Belgium,Placenta,-,2015
70-,F,Belgium,Kidney,76,2015
70-,F,Belgium,Renal pelvis,10,2015
70-,F,Belgium,Ureter,5,2015
70-,F,Belgium,Bladder,57,2015
70-,F,Belgium,"Urinary organs, NOS",-,2015
70-,F,Belgium,Eye and adnexa,7,2015
70-,F,Belgium,Meninges,1,2015
70-,F,Belgium,Brain,29,2015
70-,F,Belgium,"Spinal cord, cranial nerves and CNS, NOS",-,2015
70-,F,Belgium,Thyroid gland,38,2015
70-,F,Belgium,Adrenal gland,1,2015
70-,F,Belgium,"Endocrine glands, NOS",1,2015
70-,F,Belgium,Hodgkin's disease,9,2015
70-,F,Belgium,Non-Hodgkin-lymphoma,94,2015
70-,F,Belgium,Malignant immunoproliferative diseases,21,2015
70-,F,Belgium,Multiple myeloma,60,2015
70-,F,Belgium,Lymphoid leukaemia,46,2015
70-,F,Belgium,Myeloid leukaemia,28,2015
70-,F,Belgium,Monocytic leukaemia,8,2015
70-,F,Belgium,Leukaemia other,1,2015
